total_tasks,avg_progress,avg_estimated_hours,total_estimated_hours,avg_hours_logged,total_hours_logged,hours_efficiency,project_duration_days,completed_task_count,in_progress_task_count,on_hold_task_count,not_started_task_count,cancelled_task_count,avg_allocation_score,avg_workload,avg_experience,avg_performance,avg_task_duration_days,risk_level,status
10,64.06,17.16,161.51,14.73,147.26,0.91,75,4,4,0,2,0,0.74,80.63,8.81,3.62,7.50,High,In Progress
14,33.75,32.83,457.46,25.57,358.02,0.78,122,3,2,6,2,1,0.78,76.84,1.58,3.70,8.71,High,On Hold
6,44.91,33.63,207.04,26.95,161.69,0.78,82,1,0,3,2,0,0.70,68.46,9.42,4.37,13.67,High,On Hold
11,46.76,11.40,112.35,9.99,109.86,0.98,148,3,0,5,2,1,0.72,72.71,9.93,3.40,13.45,Medium,On Hold
10,91.21,39.70,388.12,41.66,416.64,1.07,77,7,1,1,1,0,0.93,61.01,5.94,4.80,7.70,Low,Completed
6,60.36,29.13,175.69,17.75,106.52,0.61,82,2,3,0,1,0,0.78,61.19,4.17,4.28,13.67,Medium,In Progress
5,92.07,36.35,192.74,40.73,203.66,1.06,44,4,1,0,0,0,0.95,61.63,1.52,4.26,8.80,Low,Completed
10,47.27,31.09,328.51,29.61,296.15,0.90,120,3,5,0,2,0,0.69,76.65,4.41,4.43,12.00,Low,In Progress
11,46.91,12.61,158.67,10.70,117.74,0.74,77,2,4,2,2,1,0.67,81.03,9.97,3.65,7.00,Medium,In Progress
12,15.53,30.12,376.71,29.49,353.90,0.94,113,1,2,1,7,1,0.76,68.92,3.35,4.42,9.42,Medium,Planning
14,10.25,12.06,172.54,7.15,100.12,0.58,153,2,3,5,3,1,0.36,89.83,9.55,3.08,10.93,Critical,Delayed
5,90.44,27.32,128.56,27.96,139.78,1.09,30,5,0,0,0,0,0.81,72.28,4.70,4.15,6.00,Low,Completed
9,88.91,10.71,108.72,12.12,109.09,1.00,86,6,1,0,1,1,0.79,73.08,2.86,4.87,9.56,Low,Completed
6,48.79,12.98,66.92,8.89,53.33,0.80,115,2,0,3,1,0,0.70,82.69,7.57,4.10,19.17,High,On Hold
13,65.08,18.44,228.48,17.88,232.50,1.02,127,4,4,2,2,1,0.77,71.50,6.46,3.28,9.77,Low,In Progress
9,95.41,10.76,99.17,11.30,101.72,1.03,47,6,1,0,1,1,0.89,57.93,5.35,4.29,5.22,Low,Completed
5,88.36,25.73,108.70,25.34,126.70,1.17,55,4,0,1,0,0,0.78,54.60,6.19,4.15,11.00,Low,Completed
8,33.57,20.37,159.74,16.80,134.40,0.84,133,2,1,3,1,1,0.55,75.92,9.77,4.24,16.62,High,On Hold
9,91.13,38.14,352.85,35.32,317.86,0.90,47,6,0,1,1,1,0.78,67.98,3.58,4.25,5.22,Low,Completed
12,36.00,8.93,117.95,8.58,102.98,0.87,89,2,1,6,2,1,0.68,69.15,8.26,3.78,7.42,High,On Hold
10,23.06,10.78,111.98,6.71,67.12,0.60,114,1,0,6,2,1,0.72,64.99,4.34,3.75,11.40,Critical,On Hold
12,94.70,32.55,409.50,32.09,385.03,0.94,67,8,1,1,1,1,0.84,67.49,4.71,4.14,5.58,Medium,Completed
6,86.20,10.22,59.56,11.06,66.39,1.11,90,5,1,0,0,0,0.81,68.91,8.15,4.49,15.00,Medium,Completed
8,11.43,21.79,162.24,16.89,135.14,0.83,117,1,1,1,5,0,0.68,73.03,2.35,3.10,14.62,Medium,Planning
5,32.34,19.49,109.77,10.82,54.10,0.49,150,0,2,2,1,0,0.53,86.64,7.70,2.73,30.00,Critical,Delayed
5,25.19,15.88,61.95,7.19,35.95,0.58,166,0,1,2,2,0,0.46,97.49,1.39,2.89,33.20,High,Delayed
7,30.55,24.54,172.99,18.66,130.64,0.76,91,1,0,5,1,0,0.66,61.82,8.11,3.33,13.00,Critical,On Hold
7,10.68,33.88,228.97,28.07,196.50,0.86,100,1,1,0,4,1,0.59,71.48,8.36,4.39,14.29,Medium,Planning
8,5.19,15.43,131.77,14.34,114.71,0.87,72,1,0,0,6,1,0.55,77.63,3.19,3.70,9.00,Medium,Planning
7,43.60,34.48,238.48,28.91,202.38,0.85,139,1,0,4,1,1,0.51,73.74,8.72,3.71,19.86,High,On Hold
13,29.11,8.12,95.12,6.30,81.87,0.86,122,2,3,4,3,1,0.54,92.79,8.68,3.61,9.38,High,Delayed
5,92.81,31.92,179.61,35.67,178.37,0.99,87,4,0,0,1,0,0.78,52.16,1.01,4.45,17.40,Medium,Completed
11,36.32,13.11,130.79,9.36,102.99,0.79,90,3,2,4,2,0,0.67,73.00,6.50,3.40,8.18,High,On Hold
10,58.60,27.31,285.36,18.10,180.99,0.63,145,2,5,0,2,1,0.80,61.37,4.20,3.72,14.50,High,In Progress
8,23.76,32.91,280.90,24.51,196.06,0.70,122,0,2,2,3,1,0.55,86.07,4.59,2.98,15.25,Critical,Delayed
5,13.70,38.77,186.37,24.78,123.92,0.66,42,0,0,0,5,0,0.69,69.13,5.82,4.18,8.40,High,Planning
5,85.73,34.38,174.48,32.79,163.96,0.94,35,4,1,0,0,0,0.70,69.89,5.29,4.13,7.00,Low,Completed
11,67.43,23.43,258.56,23.20,255.19,0.99,138,4,4,2,1,0,0.57,61.50,5.66,3.19,12.55,Critical,In Progress
12,87.23,19.63,231.13,18.29,219.46,0.95,40,8,1,1,1,1,0.94,72.87,2.50,4.12,3.33,Low,Completed
14,68.44,35.36,492.35,26.68,373.50,0.76,63,4,5,2,2,1,0.51,68.18,6.65,3.41,4.50,Critical,In Progress
12,87.52,15.49,173.85,17.26,207.11,1.19,54,8,1,1,1,1,0.84,73.95,5.53,4.08,4.50,Medium,Completed
10,85.42,14.17,129.35,16.02,160.22,1.24,57,6,1,1,1,1,0.70,51.88,5.82,4.85,5.70,Low,Completed
10,90.37,29.10,291.42,30.35,303.54,1.04,49,6,1,1,1,1,0.82,72.41,8.26,4.00,4.90,Low,Completed
14,70.54,32.49,449.09,23.06,322.77,0.72,58,4,5,2,2,1,0.64,70.40,9.80,3.30,4.14,Medium,In Progress
8,26.31,27.69,218.01,26.96,215.72,0.99,140,1,0,4,2,1,0.67,75.39,1.36,3.60,17.50,Critical,On Hold
15,59.94,38.32,573.87,27.86,417.87,0.73,110,4,6,2,2,1,0.59,80.30,8.80,4.01,7.33,Medium,In Progress
5,5.30,36.23,167.04,32.04,160.21,0.96,76,1,0,0,4,0,0.73,71.84,5.02,3.01,15.20,High,Planning
9,31.06,20.79,205.27,13.66,122.91,0.60,112,2,1,4,2,0,0.41,93.21,5.24,2.80,12.44,Critical,Delayed
10,22.72,34.49,355.79,14.33,143.33,0.40,155,1,2,4,2,1,0.52,87.05,3.93,3.21,15.50,High,Delayed
13,18.67,10.67,155.83,8.87,115.37,0.74,111,1,2,1,8,1,0.60,75.54,1.35,3.28,8.54,High,Planning
11,85.22,8.01,77.73,7.71,84.78,1.09,32,8,0,1,1,1,0.74,65.17,7.38,4.02,2.91,Low,Completed
7,14.06,31.68,214.15,29.89,209.23,0.98,42,1,0,1,5,0,0.65,61.00,9.86,3.58,6.00,Low,Planning
12,92.53,35.63,444.24,42.72,512.66,1.15,77,8,1,1,1,1,0.87,69.60,4.55,4.65,6.42,Low,Completed
13,12.26,23.59,321.76,19.13,248.64,0.77,48,1,2,1,8,1,0.65,62.99,8.22,3.37,3.69,High,Planning
6,93.41,17.08,99.94,18.62,111.72,1.12,76,5,1,0,0,0,0.71,62.44,2.39,4.18,12.67,Low,Completed
11,8.87,37.48,427.23,31.05,341.52,0.80,116,1,2,0,7,1,0.62,71.50,3.68,3.05,10.55,Medium,Planning
11,54.29,37.54,420.55,24.43,268.78,0.64,88,4,4,1,2,0,0.60,80.96,6.89,3.41,8.00,Critical,In Progress
9,8.18,15.83,157.75,12.13,109.20,0.69,59,1,2,0,6,0,0.53,77.21,2.43,4.18,6.56,Low,Planning
11,86.15,11.92,132.47,13.87,152.59,1.15,87,8,1,0,1,1,0.89,51.74,5.31,4.17,7.91,Medium,Completed
7,67.16,25.73,181.21,23.30,163.12,0.90,130,2,4,0,1,0,0.76,75.66,7.02,3.19,18.57,Critical,In Progress
5,14.39,32.79,154.54,31.92,159.59,1.03,64,0,0,0,4,1,0.77,72.64,1.69,3.46,12.80,Medium,Planning
10,47.10,22.78,220.36,18.96,189.60,0.86,142,2,5,2,1,0,0.76,72.49,4.95,3.92,14.20,High,In Progress
11,48.03,34.17,369.73,31.54,346.98,0.94,127,4,4,0,2,1,0.79,76.32,5.10,3.60,11.55,Medium,In Progress
8,37.78,18.07,144.01,14.30,114.40,0.79,116,3,0,3,2,0,0.61,72.55,6.45,3.84,14.50,Critical,On Hold
11,52.95,25.34,263.94,22.97,252.63,0.96,52,3,3,2,2,1,0.72,75.90,8.87,3.12,4.73,Critical,In Progress
8,58.69,22.04,186.70,16.93,135.41,0.73,147,2,3,1,1,1,0.55,66.68,5.58,3.22,18.38,High,In Progress
10,61.22,37.19,389.76,25.96,259.56,0.67,55,4,3,0,2,1,0.79,66.38,8.73,3.82,5.50,High,In Progress
12,12.10,32.47,381.01,31.01,372.11,0.98,57,1,2,1,7,1,0.68,81.72,6.96,3.65,4.75,High,Planning
12,96.37,9.79,116.71,10.39,124.63,1.07,30,8,1,1,1,1,0.91,72.86,3.39,4.90,2.50,Low,Completed
5,16.41,39.43,216.46,30.36,151.80,0.70,98,0,1,2,2,0,0.36,93.40,1.00,3.71,19.60,Critical,Delayed
6,5.45,18.26,128.13,15.64,93.87,0.73,100,0,1,0,5,0,0.52,76.50,4.88,4.15,16.67,High,Planning
5,12.56,9.71,34.19,8.25,41.24,1.21,70,1,0,0,4,0,0.66,67.09,9.54,4.26,14.00,Medium,Planning
11,73.99,26.81,310.70,23.09,253.96,0.82,73,4,5,0,1,1,0.74,75.76,3.64,3.56,6.64,High,In Progress
9,58.26,17.52,169.27,10.73,96.59,0.57,90,2,4,2,1,0,0.73,66.60,1.05,4.00,10.00,Critical,In Progress
6,15.20,15.87,96.52,9.41,56.47,0.59,150,2,1,2,1,0,0.54,94.86,6.95,2.85,25.00,Critical,Delayed
11,94.16,39.77,448.80,46.79,514.71,1.15,81,8,0,1,1,1,0.83,73.60,4.57,4.69,7.36,Low,Completed
8,59.89,30.61,262.53,22.40,179.20,0.68,79,3,3,0,1,1,0.66,64.21,7.84,4.48,9.88,Critical,In Progress
10,31.39,35.19,351.08,19.33,193.28,0.55,150,1,2,3,3,1,0.45,82.11,7.25,3.28,15.00,Critical,Delayed
15,50.24,20.89,316.89,13.28,199.18,0.63,98,4,6,2,2,1,0.80,74.03,7.19,3.49,6.53,Medium,In Progress
12,88.90,10.56,114.08,11.37,136.49,1.20,43,8,1,1,1,1,0.72,54.06,9.06,4.69,3.58,Low,Completed
6,15.04,12.82,75.67,10.28,61.66,0.81,88,1,0,0,5,0,0.79,64.39,6.37,3.64,14.67,Low,Planning
5,7.73,17.75,96.29,16.79,83.94,0.87,96,0,0,0,4,1,0.53,77.85,2.77,4.04,19.20,Low,Planning
9,39.97,24.87,233.19,15.47,139.23,0.60,155,2,0,4,2,1,0.59,71.50,2.74,3.32,17.22,High,On Hold
8,64.18,35.55,264.59,21.83,174.62,0.66,137,2,3,1,1,1,0.52,63.36,6.80,3.51,17.12,Low,In Progress
9,25.10,14.24,143.90,8.31,74.79,0.52,127,2,1,2,3,1,0.56,99.98,6.47,3.11,14.11,Critical,Delayed
7,46.05,37.24,255.43,27.91,195.36,0.76,126,3,0,3,1,0,0.75,80.83,7.28,3.44,18.00,High,On Hold
13,41.76,35.89,464.44,26.46,343.95,0.74,83,3,2,5,2,1,0.52,77.91,3.25,4.32,6.38,Medium,On Hold
12,97.06,35.48,433.49,33.74,404.93,0.93,89,8,1,1,1,1,0.72,51.81,8.65,4.21,7.42,Medium,Completed
8,11.22,16.84,146.41,11.62,92.97,0.63,30,1,1,0,5,1,0.60,75.17,9.37,4.26,3.75,High,Planning
11,39.73,33.18,347.27,24.81,272.94,0.79,58,2,2,5,2,0,0.79,83.28,8.10,4.09,5.27,High,On Hold
13,15.52,34.75,437.69,27.19,353.48,0.81,93,1,2,1,8,1,0.74,68.77,4.64,3.59,7.15,Low,Planning
6,33.77,26.91,181.02,17.94,107.65,0.59,119,1,0,4,1,0,0.57,83.55,6.43,3.16,19.83,Critical,On Hold
13,69.65,14.04,182.79,11.39,148.06,0.81,134,4,5,1,2,1,0.51,75.77,4.15,3.44,10.31,Medium,In Progress
12,33.31,31.88,362.92,14.90,178.84,0.49,180,2,3,3,3,1,0.45,92.61,7.61,3.06,15.00,High,Delayed
13,11.67,21.36,286.89,17.27,224.55,0.78,30,1,2,1,8,1,0.78,61.20,8.65,4.50,2.31,High,Planning
10,18.72,16.99,176.66,11.40,113.98,0.65,62,1,1,1,6,1,0.75,81.19,7.94,4.32,6.20,High,Planning
10,97.97,15.85,156.43,15.79,157.88,1.01,46,6,1,1,1,1,0.94,54.74,7.09,4.09,4.60,Medium,Completed
5,97.62,29.79,143.88,28.12,140.58,0.98,47,5,0,0,0,0,0.89,62.22,6.43,4.33,9.40,High,Completed
7,11.16,9.80,49.57,5.69,39.80,0.80,105,1,2,2,1,1,0.41,84.26,7.80,3.46,15.00,Critical,Delayed
5,37.08,18.23,94.81,11.46,57.31,0.60,135,1,0,3,1,0,0.74,80.20,2.71,3.17,27.00,Critical,On Hold
13,15.90,24.01,306.45,17.07,221.93,0.72,109,1,2,1,8,1,0.75,70.38,7.88,3.26,8.38,Low,Planning
12,98.01,31.98,402.32,29.49,353.83,0.88,52,8,1,1,1,1,0.74,64.49,6.00,4.74,4.33,Low,Completed
7,47.17,13.42,98.78,11.91,83.39,0.84,73,2,3,1,1,0,0.76,66.42,6.34,4.40,10.43,High,In Progress
7,26.12,19.01,124.14,15.18,106.26,0.86,167,0,2,2,2,1,0.41,80.98,1.28,3.33,23.86,High,Delayed
7,7.17,19.74,127.64,15.37,107.61,0.84,66,1,2,0,4,0,0.71,63.55,6.76,3.08,9.43,Low,Planning
5,21.64,8.17,50.79,7.85,39.27,0.77,89,1,0,3,1,0,0.63,77.69,5.16,4.21,17.80,High,On Hold
12,24.88,37.27,435.56,32.28,387.34,0.89,63,3,2,4,2,1,0.70,63.34,8.25,4.48,5.25,High,On Hold
7,49.75,9.49,46.95,9.19,64.31,1.30,80,3,3,0,1,0,0.71,63.20,4.83,3.37,11.43,Low,In Progress
10,34.56,10.59,108.99,8.20,82.02,0.75,146,1,3,3,2,1,0.46,95.76,8.56,3.47,14.60,Critical,Delayed
10,32.43,15.35,163.52,10.01,100.14,0.61,135,2,3,2,2,1,0.46,89.11,1.28,3.82,13.50,Critical,Delayed
12,94.13,20.54,237.06,24.37,292.46,1.23,71,8,1,1,1,1,0.88,50.02,9.43,4.16,5.92,Low,Completed
5,15.79,39.56,190.42,25.56,127.81,0.67,60,0,0,0,4,1,0.76,66.42,1.19,3.33,12.00,Low,Planning
6,48.22,22.70,130.72,18.95,113.70,0.87,51,2,0,3,1,0,0.77,74.17,4.19,3.57,8.50,Critical,On Hold
10,11.20,21.98,215.49,16.75,167.50,0.78,113,1,1,1,6,1,0.56,81.91,2.42,3.68,11.30,Medium,Planning
5,15.20,26.19,128.51,16.42,82.08,0.64,31,1,0,0,4,0,0.75,65.71,8.80,3.05,6.20,High,Planning
14,71.46,21.48,297.08,14.87,208.22,0.70,149,4,5,2,2,1,0.62,67.25,1.13,3.86,10.64,High,In Progress
14,46.76,27.19,391.73,24.46,342.47,0.87,89,3,2,6,2,1,0.66,73.59,6.88,3.58,6.36,Critical,On Hold
8,8.15,24.40,197.79,19.47,155.72,0.79,64,1,2,1,4,0,0.62,67.92,4.60,3.23,8.00,Medium,Planning
11,46.55,36.69,422.88,27.87,306.57,0.72,70,2,1,5,2,1,0.67,65.53,3.42,4.20,6.36,High,On Hold
7,90.78,33.95,221.19,38.77,271.36,1.23,85,5,0,0,1,1,0.83,51.23,1.02,4.24,12.14,Medium,Completed
12,54.42,21.96,282.40,13.51,162.07,0.57,95,4,4,1,2,1,0.69,62.65,6.66,3.14,7.92,Medium,In Progress
8,98.98,16.40,116.08,17.27,138.15,1.19,58,5,0,1,1,1,0.92,51.21,6.07,4.65,7.25,Low,Completed
5,18.98,36.94,203.45,36.82,184.10,0.90,103,1,0,0,4,0,0.58,83.76,1.57,3.90,20.60,Low,Planning
8,54.45,39.99,309.70,36.21,289.64,0.94,144,2,4,0,2,0,0.54,71.71,6.38,3.05,18.00,Medium,In Progress
10,97.68,15.49,138.26,15.14,151.44,1.10,32,6,1,1,1,1,0.83,53.84,9.30,4.76,3.20,Medium,Completed
11,70.17,15.03,162.89,13.72,150.92,0.93,107,3,3,2,2,1,0.59,76.49,2.23,4.03,9.73,Critical,In Progress
7,53.77,11.74,73.09,8.03,56.18,0.77,112,2,4,0,1,0,0.71,78.39,3.73,3.52,16.00,Critical,In Progress
12,23.05,34.86,416.26,22.82,273.87,0.66,124,2,2,4,3,1,0.42,86.01,8.23,2.91,10.33,High,Delayed
6,95.43,34.94,221.68,35.75,214.48,0.97,81,4,1,0,1,0,0.75,50.27,7.99,4.82,13.50,Low,Completed
7,53.14,15.86,95.39,14.56,101.89,1.07,47,2,3,1,1,0,0.76,68.66,9.76,4.47,6.71,Medium,In Progress
7,53.14,30.56,211.97,19.57,136.98,0.65,91,2,4,0,1,0,0.64,77.77,4.95,3.17,13.00,Low,In Progress
5,36.55,19.47,84.67,16.69,83.43,0.99,135,1,0,3,1,0,0.69,66.43,9.54,3.25,27.00,Medium,On Hold
14,70.00,12.16,178.81,7.63,106.83,0.60,107,4,5,2,2,1,0.57,75.24,6.27,3.55,7.64,High,In Progress
11,5.78,22.33,246.90,17.11,188.26,0.76,99,1,2,1,6,1,0.77,81.57,4.99,3.88,9.00,High,Planning
13,56.58,26.71,359.91,26.59,345.63,0.96,58,3,5,2,2,1,0.79,82.77,9.66,3.64,4.46,Medium,In Progress
15,54.38,29.23,434.74,20.82,312.23,0.72,83,4,6,2,2,1,0.75,74.87,8.15,4.48,5.53,High,In Progress
11,13.51,16.39,193.89,10.05,110.53,0.57,38,1,2,1,6,1,0.67,71.88,8.12,3.20,3.45,Low,Planning
13,17.59,28.64,367.22,22.35,290.50,0.79,159,2,3,5,2,1,0.58,86.42,3.27,3.30,12.23,High,Delayed
12,95.97,23.99,302.62,22.50,269.94,0.89,75,8,1,1,1,1,0.94,53.17,4.79,4.48,6.25,Low,Completed
11,93.93,28.83,305.06,28.02,308.26,1.01,84,7,1,1,1,1,0.77,55.90,7.57,4.04,7.64,Low,Completed
11,35.60,17.24,175.63,12.01,132.08,0.75,110,3,0,6,1,1,0.61,81.83,4.55,3.50,10.00,High,On Hold
6,62.32,19.22,125.65,16.01,96.07,0.76,76,2,3,0,1,0,0.52,64.78,4.67,4.41,12.67,Medium,In Progress
9,42.82,22.96,221.66,21.23,191.03,0.86,56,3,1,3,2,0,0.50,73.95,4.42,3.76,6.22,Critical,On Hold
6,88.49,31.47,203.66,30.14,180.84,0.89,36,5,0,0,1,0,0.79,54.21,6.23,4.98,6.00,Medium,Completed
7,92.67,24.86,166.96,23.20,162.39,0.97,61,5,0,1,1,0,0.88,69.82,6.66,4.15,8.71,Medium,Completed
6,93.27,22.50,142.40,22.68,136.10,0.96,66,5,1,0,0,0,0.93,69.95,9.29,4.98,11.00,Low,Completed
8,22.44,39.39,319.69,28.26,226.09,0.71,145,2,2,2,2,0,0.44,98.03,1.31,2.98,18.12,Critical,Delayed
9,49.01,30.27,266.16,19.47,175.24,0.66,115,3,3,0,2,1,0.77,76.23,2.47,3.05,12.78,Medium,In Progress
5,24.69,18.74,112.73,14.04,70.21,0.62,95,0,2,2,1,0,0.55,88.83,1.16,2.61,19.00,Critical,Delayed
15,69.86,34.57,536.74,30.39,455.92,0.85,94,4,6,2,2,1,0.74,66.48,7.38,3.32,6.27,Medium,In Progress
10,14.08,27.73,296.70,23.73,237.34,0.80,87,0,0,1,8,1,0.62,67.47,8.80,4.12,8.70,High,Planning
8,31.61,10.08,93.65,4.54,36.32,0.39,110,2,2,3,1,0,0.44,94.89,6.58,3.70,13.75,Critical,Delayed
7,68.55,22.80,177.23,18.11,126.80,0.72,129,2,3,0,1,1,0.75,73.86,2.62,3.70,18.43,Critical,In Progress
10,25.92,34.56,327.58,32.52,325.21,0.99,130,2,1,4,2,1,0.60,67.05,5.78,3.08,13.00,High,On Hold
12,27.23,27.79,317.97,12.85,154.23,0.49,141,2,3,4,2,1,0.48,90.76,5.22,2.94,11.75,Critical,Delayed
13,66.09,35.28,448.97,28.11,365.37,0.81,88,4,5,2,1,1,0.59,71.76,9.61,4.15,6.77,Critical,In Progress
7,17.11,10.07,73.56,7.48,52.36,0.71,53,1,0,1,5,0,0.61,67.93,8.65,4.27,7.57,Low,Planning
8,10.25,8.05,65.34,5.94,47.51,0.73,73,1,1,1,4,1,0.64,63.34,1.43,4.16,9.12,Medium,Planning
12,88.76,15.30,164.04,14.37,172.40,1.05,65,8,1,1,1,1,0.87,50.04,8.84,4.03,5.42,Medium,Completed
9,9.05,18.68,177.25,16.21,145.89,0.82,108,1,2,1,4,1,0.56,76.35,4.75,3.27,12.00,Medium,Planning
13,70.30,38.24,482.78,32.78,426.09,0.88,79,4,6,0,2,1,0.56,78.57,7.17,4.14,6.08,High,In Progress
9,11.39,17.44,137.55,8.51,76.59,0.56,107,0,1,5,2,1,0.32,98.16,7.49,3.52,11.89,Critical,Delayed
15,49.10,37.69,582.63,33.48,502.15,0.86,88,4,6,2,2,1,0.73,60.45,9.41,3.13,5.87,Low,In Progress
5,11.40,38.03,177.61,37.70,188.50,1.06,97,0,0,0,4,1,0.54,60.56,8.82,3.83,19.40,Medium,Planning
15,58.56,37.31,551.17,25.15,377.32,0.68,94,4,6,2,2,1,0.76,61.21,2.34,3.62,6.27,High,In Progress
7,12.69,22.47,154.30,10.40,72.79,0.47,95,1,1,2,2,1,0.45,93.95,5.77,3.09,13.57,Critical,Delayed
14,67.02,18.36,242.56,17.54,245.54,1.01,128,4,5,2,2,1,0.70,80.42,2.15,4.29,9.14,High,In Progress
8,90.00,20.42,147.19,23.98,191.84,1.30,74,5,1,1,1,0,0.72,54.18,9.94,4.56,9.25,Low,Completed
8,96.09,13.46,123.55,14.76,118.08,0.96,85,6,0,1,1,0,0.77,51.98,5.39,4.31,10.62,Low,Completed
8,87.42,16.98,155.83,16.65,133.20,0.85,82,5,1,1,1,0,0.79,51.54,3.43,4.77,10.25,Medium,Completed
12,93.42,29.46,367.46,26.60,319.22,0.87,33,8,1,1,1,1,0.86,50.22,9.35,4.07,2.75,Low,Completed
5,87.17,8.04,40.10,9.06,45.28,1.13,59,4,0,1,0,0,0.81,60.20,7.19,4.25,11.80,Medium,Completed
8,98.42,26.29,226.45,26.77,214.20,0.95,67,7,0,0,0,1,0.72,50.37,2.45,5.00,8.38,Low,Completed
14,51.64,16.31,225.53,12.83,179.65,0.80,150,4,5,2,2,1,0.51,70.23,3.60,4.21,10.71,Low,In Progress
6,88.86,36.39,212.65,36.88,221.29,1.04,61,4,0,1,1,0,0.77,63.40,5.04,4.44,10.17,Low,Completed
14,13.89,19.89,276.37,12.23,171.19,0.62,179,2,3,5,3,1,0.56,88.67,4.71,2.55,12.79,Critical,Delayed
12,13.19,33.94,425.21,22.21,266.54,0.63,33,1,2,1,7,1,0.51,64.26,5.50,3.89,2.75,Low,Planning
8,56.84,8.30,78.69,5.56,44.50,0.57,59,2,3,1,1,1,0.71,70.41,6.84,3.46,7.38,High,In Progress
6,60.57,21.70,136.51,15.31,91.84,0.67,72,2,3,0,1,0,0.68,84.07,6.31,3.71,12.00,High,In Progress
8,97.09,15.59,115.24,16.39,131.14,1.14,56,5,1,1,1,0,0.87,55.37,6.74,4.51,7.00,Medium,Completed
12,91.94,10.04,101.79,9.82,117.82,1.16,77,8,1,1,1,1,0.78,68.84,2.98,4.39,6.42,Medium,Completed
8,95.41,14.84,125.01,15.25,121.97,0.98,56,6,0,1,0,1,0.76,61.35,4.47,4.98,7.00,Low,Completed
5,88.95,10.87,58.00,11.74,58.71,1.01,52,4,0,1,0,0,0.76,68.35,1.28,4.62,10.40,Medium,Completed
9,19.03,14.29,118.64,6.71,60.36,0.51,180,1,2,4,2,0,0.36,87.70,7.66,3.13,20.00,High,Delayed
10,88.65,13.26,144.77,15.09,150.85,1.04,42,6,1,1,1,1,0.83,72.69,8.62,4.49,4.20,Low,Completed
12,89.47,32.73,386.34,30.86,370.37,0.96,81,8,1,1,1,1,0.74,60.90,5.07,4.02,6.75,Low,Completed
11,89.53,9.85,93.97,10.98,120.80,1.29,81,7,1,1,1,1,0.71,62.51,5.35,4.16,7.36,Medium,Completed
13,63.16,32.57,405.05,21.14,274.88,0.68,89,2,6,2,2,1,0.53,60.91,6.58,3.44,6.85,Medium,In Progress
11,86.91,39.77,422.55,36.66,403.22,0.95,83,7,1,1,1,1,0.80,59.64,5.81,4.84,7.55,Low,Completed
7,29.58,38.19,249.03,22.96,160.74,0.65,119,0,2,3,2,0,0.41,85.98,6.04,2.51,17.00,Critical,Delayed
9,72.60,24.38,239.15,21.00,188.97,0.79,54,2,4,1,1,1,0.64,60.72,7.21,3.72,6.00,Medium,In Progress
11,38.47,22.54,237.44,21.05,231.58,0.98,95,2,1,5,2,1,0.50,77.38,4.76,3.85,8.64,Critical,On Hold
11,87.15,29.49,304.55,34.72,381.91,1.25,88,7,1,1,1,1,0.90,72.87,2.53,4.82,8.00,High,Completed
13,31.86,30.34,386.86,19.41,252.37,0.65,117,3,1,6,2,1,0.55,81.22,3.68,3.90,9.00,Critical,On Hold
13,63.80,37.20,494.86,33.56,436.32,0.88,92,4,4,2,2,1,0.69,75.72,5.98,4.48,7.08,Low,In Progress
12,97.07,34.53,412.16,36.99,443.93,1.08,77,8,1,1,1,1,0.91,66.32,5.52,4.72,6.42,Low,Completed
10,14.65,15.28,139.63,13.25,132.46,0.95,79,1,1,1,6,1,0.53,82.34,4.50,3.47,7.90,Low,Planning
13,13.35,35.65,474.66,34.66,450.57,0.95,57,1,2,1,8,1,0.58,69.96,2.53,4.14,4.38,Medium,Planning
9,87.69,35.25,321.60,40.74,366.70,1.14,89,5,1,1,1,1,0.86,66.36,9.59,4.78,9.89,Medium,Completed
13,27.18,16.49,201.10,11.17,145.24,0.72,175,2,2,5,3,1,0.41,85.25,7.84,3.66,13.46,Critical,Delayed
7,40.39,34.18,242.74,23.95,167.67,0.69,100,1,0,3,2,1,0.67,75.62,1.87,4.43,14.29,Critical,On Hold
12,30.22,16.03,199.89,15.08,180.93,0.91,119,3,2,4,2,1,0.59,74.46,5.48,3.87,9.92,High,On Hold
10,85.54,10.88,119.66,11.81,118.09,0.99,59,8,1,1,0,0,0.86,56.81,8.84,4.48,5.90,Low,Completed
6,90.96,24.24,157.78,24.50,146.98,0.93,77,5,0,1,0,0,0.79,67.76,4.28,4.83,12.83,Low,Completed
6,34.40,28.29,189.13,12.88,77.29,0.41,110,1,1,2,1,1,0.38,89.12,1.27,3.10,18.33,Critical,Delayed
9,62.27,17.85,145.09,16.70,150.33,1.04,84,2,6,0,1,0,0.79,81.48,3.06,3.33,9.33,Medium,In Progress
12,71.60,16.84,219.24,12.56,150.68,0.69,107,2,5,2,2,1,0.73,70.57,5.65,3.55,8.92,Low,In Progress
11,25.63,18.59,214.64,9.88,108.71,0.51,94,2,3,3,2,1,0.56,96.05,1.37,3.07,8.55,Critical,Delayed
10,68.15,17.25,155.91,16.81,168.08,1.08,112,3,4,0,2,1,0.66,63.95,2.12,3.28,11.20,Medium,In Progress
12,33.83,16.50,206.17,15.20,182.37,0.88,96,3,2,5,1,1,0.60,71.89,6.43,4.48,8.00,Medium,On Hold
