expense_id,department,category,amount,expense_date,approval_status,payment_method,budget_allocated,budget_used,vendor_name,expense_priority
EXP0560,Marketing,Hardware,43437,2024-11-16,Pending,Credit Card,277984,58426,Meta,Medium
EXP0561,IT,Software License,58216,2025-01-09,Rejected,Bank Transfer,133292,43834,Amazon AWS,Low
EXP0562,Data Science,Travel,21171,2025-05-27,Approved,UPI,380595,171792,Microsoft,Low
EXP0563,Data Science,Consulting,12925,2026-04-06,Rejected,Credit Card,203909,49528,Google,Critical
EXP0564,Operations,Marketing Campaign,81349,2026-08-04,Pending,Credit Card,81450,3465,Meta,Critical
EXP0565,Engineering,Training,89547,2026-04-11,Approved,UPI,374176,155760,Dell,Medium
EXP0566,Engineering,Cloud Services,4739,2025-05-31,Pending,UPI,343850,246487,LinkedIn,Medium
EXP0567,Engineering,Maintenance,82958,2025-02-23,Pending,Credit Card,237871,203524,Microsoft,Critical
EXP0568,IT,Travel,47347,2025-06-08,Pending,Credit Card,204905,182373,HP,Low
EXP0569,HR,Consulting,91513,2025-01-11,Rejected,Cash,226023,137733,Amazon AWS,High
EXP0570,Operations,Marketing Campaign,27409,2024-09-13,Approved,UPI,239502,149844,Adobe,Critical
EXP0571,Finance,Marketing Campaign,64711,2026-04-03,Rejected,Bank Transfer,102137,54641,Meta,Low
EXP0572,IT,Maintenance,56034,2025-03-09,Rejected,Bank Transfer,170654,23596,Oracle,Medium
EXP0573,Operations,Hardware,55535,2026-04-19,Pending,Bank Transfer,168340,78431,Oracle,Medium
EXP0574,Marketing,Office Supplies,48826,2025-04-18,Pending,Bank Transfer,399389,315993,Meta,Critical
EXP0575,Finance,Software License,67823,2025-08-07,Pending,Cash,116102,10690,Microsoft,Medium
EXP0576,IT,Hardware,48159,2026-02-23,Approved,Credit Card,104807,68016,HP,High
EXP0577,Sales,Marketing Campaign,80904,2026-05-28,Approved,Cash,147785,78219,LinkedIn,Low
EXP0578,Marketing,Marketing Campaign,54774,2025-11-02,Pending,UPI,65278,25337,Amazon AWS,Medium
EXP0579,Sales,Maintenance,66425,2026-06-01,Rejected,Bank Transfer,219686,190385,HP,Critical
EXP0580,Engineering,Travel,75195,2026-03-09,Pending,Bank Transfer,62784,26357,Dell,Medium
EXP0581,Data Science,Maintenance,40839,2026-05-12,Rejected,Bank Transfer,77937,12778,LinkedIn,Low
EXP0582,Marketing,Software License,64742,2025-09-20,Approved,Cash,291240,4755,Google,High
EXP0583,Marketing,Hardware,44209,2024-10-22,Approved,UPI,439106,143242,Microsoft,Critical
EXP0584,Finance,Consulting,25266,2026-01-05,Rejected,Credit Card,245805,45930,Meta,Low
EXP0585,Data Science,Consulting,68062,2024-12-18,Rejected,Cash,213448,130015,Amazon AWS,High
EXP0586,Marketing,Recruitment,8913,2026-05-16,Approved,UPI,63868,26365,LinkedIn,Medium
EXP0587,HR,Travel,76299,2026-07-17,Rejected,UPI,294836,199728,Dell,Critical
EXP0588,IT,Travel,12396,2026-01-09,Rejected,UPI,158649,144104,Meta,High
EXP0589,IT,Maintenance,63182,2024-09-14,Pending,Cash,250620,84136,HP,Critical
EXP0590,Finance,Software License,91913,2025-06-07,Pending,Credit Card,163041,111451,HP,Low
EXP0591,Engineering,Training,61404,2025-11-16,Approved,UPI,285113,219790,LinkedIn,High
EXP0592,Data Science,Marketing Campaign,88395,2025-08-31,Pending,Cash,114077,96426,Amazon AWS,Medium
EXP0593,Engineering,Office Supplies,82332,2026-02-28,Rejected,Credit Card,241080,105474,Zoho,High
EXP0594,HR,Hardware,55881,2025-11-27,Pending,Credit Card,156775,105700,Oracle,High
EXP0595,IT,Office Supplies,61578,2025-01-18,Pending,Credit Card,264491,218648,Adobe,Low
EXP0596,Operations,Marketing Campaign,80423,2024-11-10,Rejected,Bank Transfer,148981,100139,Microsoft,Critical
EXP0597,HR,Training,2405,2024-10-18,Rejected,Bank Transfer,188781,170097,Zoho,Low
EXP0598,Marketing,Marketing Campaign,30225,2024-09-15,Pending,Cash,454325,416110,LinkedIn,Medium
EXP0599,IT,Marketing Campaign,36230,2024-10-04,Pending,Bank Transfer,429854,349364,HP,Critical
EXP0600,HR,Maintenance,78393,2026-03-17,Rejected,UPI,381116,226771,Adobe,Low
EXP0601,IT,Recruitment,83976,2025-03-07,Pending,Cash,220115,185506,Microsoft,Low
EXP0602,IT,Hardware,87135,2025-08-18,Approved,Credit Card,461728,124573,Dell,Critical
EXP0603,Finance,Recruitment,46629,2025-12-11,Pending,UPI,373189,168960,Adobe,High
EXP0604,Data Science,Maintenance,40199,2025-04-18,Rejected,Credit Card,323933,71451,Zoho,Medium
EXP0605,IT,Maintenance,53130,2025-11-29,Pending,UPI,297402,32346,Google,Low
EXP0606,Marketing,Marketing Campaign,94463,2025-01-04,Approved,Credit Card,154011,122239,Oracle,Low
EXP0607,Operations,Training,22286,2024-11-17,Rejected,UPI,411393,280426,HP,Medium
EXP0608,Data Science,Cloud Services,89676,2026-05-30,Pending,Cash,295417,240226,Zoho,Medium
EXP0609,HR,Software License,68315,2025-06-04,Approved,Cash,297511,43469,HP,Low
EXP0610,Marketing,Cloud Services,83212,2026-07-10,Rejected,Cash,183284,143140,Microsoft,Medium
EXP0611,HR,Training,14333,2025-06-28,Pending,UPI,192708,91437,Microsoft,Medium
EXP0612,Sales,Marketing Campaign,97289,2025-04-02,Approved,Cash,321880,61555,Oracle,High
EXP0613,IT,Travel,18373,2025-02-08,Pending,Bank Transfer,179523,57265,Amazon AWS,Medium
EXP0614,Marketing,Marketing Campaign,14201,2025-07-18,Rejected,Bank Transfer,318219,69790,Google,Critical
EXP0615,Operations,Training,17366,2024-11-01,Approved,UPI,435168,121955,HP,Critical
EXP0616,IT,Maintenance,71036,2025-06-28,Approved,Bank Transfer,50509,34570,Dell,Critical
EXP0617,Marketing,Cloud Services,27078,2025-12-11,Rejected,Credit Card,248019,127316,HP,Medium
EXP0618,Data Science,Cloud Services,94536,2026-06-19,Approved,UPI,56167,53409,Oracle,Low
EXP0619,Finance,Consulting,9655,2025-07-13,Rejected,Bank Transfer,258735,39176,Meta,Low
EXP0620,Sales,Software License,41081,2025-10-25,Approved,Bank Transfer,308215,281664,Dell,Low
EXP0621,Engineering,Software License,14974,2025-06-18,Pending,UPI,340385,212369,Adobe,High
EXP0622,HR,Hardware,24506,2026-02-23,Pending,Bank Transfer,350215,223957,Microsoft,Critical
EXP0623,Operations,Hardware,87552,2025-02-23,Pending,Credit Card,446197,2420,Adobe,Medium
EXP0624,Finance,Consulting,88487,2025-08-24,Pending,Credit Card,205818,42104,Zoho,Critical
EXP0625,IT,Office Supplies,71509,2025-10-01,Rejected,Cash,215329,136814,Google,High
EXP0626,HR,Consulting,34487,2025-11-19,Rejected,Bank Transfer,197837,189608,HP,High
EXP0627,Finance,Hardware,50572,2025-10-15,Approved,Cash,496524,418767,LinkedIn,Medium
EXP0628,Engineering,Consulting,66137,2026-01-01,Approved,UPI,116063,13364,Amazon AWS,Medium
EXP0629,Data Science,Training,44413,2025-03-26,Approved,Cash,282149,107717,Microsoft,Critical
EXP0630,Marketing,Software License,25844,2026-01-20,Rejected,Credit Card,99012,30677,HP,Medium
EXP0631,Finance,Office Supplies,90644,2026-07-19,Rejected,Credit Card,225943,148858,Zoho,Critical
EXP0632,Engineering,Recruitment,92632,2025-08-08,Rejected,Bank Transfer,214224,152682,Meta,High
EXP0633,IT,Office Supplies,64690,2026-02-02,Rejected,Cash,429563,428017,Zoho,High
EXP0634,IT,Marketing Campaign,6495,2025-01-06,Pending,Credit Card,326251,143492,Oracle,Medium
EXP0635,Sales,Consulting,99857,2025-03-30,Pending,Credit Card,297188,26099,Google,Low
EXP0636,Data Science,Recruitment,52434,2026-02-15,Pending,Cash,472737,222608,LinkedIn,High
EXP0637,Operations,Training,74800,2024-09-17,Approved,Cash,318584,79342,Dell,High
EXP0638,Engineering,Travel,47868,2025-03-14,Rejected,UPI,87055,37519,Amazon AWS,Critical
EXP0639,Operations,Travel,65261,2025-02-04,Pending,Credit Card,107611,16284,Zoho,Low
EXP0640,Data Science,Cloud Services,26125,2026-04-25,Rejected,Credit Card,68207,57298,Zoho,Critical
EXP0641,Finance,Office Supplies,15326,2026-07-10,Pending,Bank Transfer,220000,4990,LinkedIn,Low
EXP0642,Sales,Software License,15669,2026-02-23,Rejected,Bank Transfer,223199,210769,Microsoft,Low
EXP0643,Operations,Cloud Services,74268,2026-06-21,Rejected,UPI,485631,379994,Meta,Low
EXP0644,IT,Travel,27213,2025-12-05,Pending,Bank Transfer,57334,20526,Amazon AWS,High
EXP0645,Marketing,Travel,12684,2025-12-27,Rejected,UPI,154168,139648,Google,High
EXP0646,Data Science,Office Supplies,50968,2025-04-19,Rejected,Cash,368294,150360,HP,High
EXP0647,IT,Marketing Campaign,26295,2025-12-29,Approved,Bank Transfer,79532,43947,HP,Low
EXP0648,IT,Software License,90697,2026-05-27,Approved,UPI,385129,351351,Amazon AWS,Critical
EXP0649,Data Science,Hardware,11957,2024-09-01,Approved,Bank Transfer,495237,362607,Oracle,High
EXP0650,Engineering,Cloud Services,8899,2025-10-27,Rejected,Cash,250455,71643,Microsoft,Critical
EXP0651,HR,Office Supplies,82035,2026-07-12,Pending,UPI,89333,68997,Meta,Low
EXP0652,Data Science,Cloud Services,53978,2025-06-26,Pending,UPI,318031,284728,Dell,Low
EXP0653,Operations,Hardware,36098,2025-05-08,Approved,Bank Transfer,87143,12980,Oracle,High
EXP0654,Sales,Software License,9350,2026-03-27,Rejected,Cash,113036,108934,Dell,High
EXP0655,Engineering,Cloud Services,10812,2025-07-13,Rejected,Bank Transfer,231149,55862,LinkedIn,Low
EXP0656,Operations,Maintenance,65305,2025-08-30,Pending,Credit Card,426163,233654,HP,Low
EXP0657,IT,Maintenance,57283,2026-05-30,Rejected,Bank Transfer,254605,137800,Dell,High
EXP0658,Operations,Marketing Campaign,49267,2026-03-22,Rejected,Bank Transfer,384390,347617,Google,Low
EXP0659,Engineering,Travel,82571,2024-12-25,Rejected,Cash,488317,82426,Microsoft,High
EXP0660,HR,Travel,10461,2026-03-20,Pending,Credit Card,254440,67898,Oracle,Low
EXP0661,IT,Software License,10627,2024-09-30,Approved,Credit Card,426056,48412,Dell,Critical
EXP0662,Finance,Maintenance,18863,2026-03-10,Pending,Credit Card,483085,373676,LinkedIn,Low
EXP0663,Operations,Hardware,20250,2025-12-07,Pending,Bank Transfer,289444,60846,HP,Critical
EXP0664,Sales,Marketing Campaign,99660,2025-07-31,Pending,Bank Transfer,234830,50522,Zoho,Critical
EXP0665,Marketing,Travel,6944,2024-11-20,Rejected,Bank Transfer,172509,35239,Meta,Critical
EXP0666,Sales,Marketing Campaign,55662,2026-03-09,Pending,Cash,402618,338847,Adobe,Medium
EXP0667,IT,Office Supplies,11163,2026-02-09,Approved,Credit Card,316037,185206,Amazon AWS,High
EXP0668,IT,Marketing Campaign,28200,2025-09-03,Approved,Bank Transfer,214937,182548,LinkedIn,High
EXP0669,Engineering,Software License,17779,2025-03-30,Rejected,Bank Transfer,346032,109552,LinkedIn,Low
EXP0670,IT,Recruitment,66362,2024-11-13,Rejected,UPI,453922,76292,HP,Low
EXP0671,Marketing,Marketing Campaign,24575,2025-01-22,Rejected,UPI,312586,105663,LinkedIn,Medium
EXP0672,Data Science,Recruitment,55327,2025-03-01,Rejected,Bank Transfer,368389,63420,Zoho,High
EXP0673,Sales,Cloud Services,30483,2025-03-16,Approved,Credit Card,128961,81538,Amazon AWS,Medium
EXP0674,Finance,Travel,74562,2026-08-10,Pending,Cash,209897,145078,Amazon AWS,Critical
EXP0675,Finance,Training,63061,2024-10-11,Approved,Credit Card,76606,11785,Adobe,Low
EXP0676,Sales,Cloud Services,87935,2026-05-22,Approved,UPI,180449,175696,Zoho,High
EXP0677,Finance,Recruitment,57295,2025-12-16,Pending,UPI,236188,68959,Google,Low
EXP0678,Sales,Software License,81157,2026-01-23,Approved,UPI,454871,397855,LinkedIn,High
EXP0679,Data Science,Marketing Campaign,94573,2026-06-02,Approved,Bank Transfer,485270,291394,Dell,Low
EXP0680,Finance,Maintenance,47763,2025-05-29,Rejected,Credit Card,176615,96131,Dell,Medium
EXP0681,Marketing,Travel,93110,2025-02-17,Rejected,UPI,217326,34356,Adobe,Medium
EXP0682,Operations,Consulting,13493,2025-06-29,Pending,UPI,445670,215285,Adobe,High
EXP0683,IT,Software License,79081,2025-07-30,Rejected,Cash,359578,296697,Zoho,Medium
EXP0684,IT,Training,13091,2025-06-14,Approved,Bank Transfer,68798,30529,Adobe,Critical
EXP0685,Marketing,Training,85225,2026-07-04,Pending,UPI,231634,77682,Meta,High
EXP0686,IT,Software License,18286,2025-08-25,Rejected,UPI,272831,250018,Google,High
EXP0687,Marketing,Consulting,95445,2024-09-10,Rejected,Credit Card,280466,109377,Zoho,Critical
EXP0688,Sales,Consulting,31549,2025-04-26,Pending,Bank Transfer,475875,140374,HP,Low
EXP0689,Data Science,Software License,90704,2026-07-17,Pending,Credit Card,423516,31688,Amazon AWS,Medium
EXP0690,HR,Maintenance,94295,2024-12-25,Approved,Credit Card,251026,233795,LinkedIn,Medium
EXP0691,Finance,Marketing Campaign,12466,2026-05-07,Approved,UPI,388308,14465,Oracle,High
EXP0692,Sales,Software License,72481,2025-01-10,Rejected,Bank Transfer,440679,113985,Amazon AWS,High
EXP0693,Engineering,Recruitment,57545,2025-04-04,Approved,Credit Card,141106,3873,Microsoft,Critical
EXP0694,Operations,Marketing Campaign,11163,2024-08-31,Rejected,UPI,282977,94524,Oracle,Low
EXP0695,Operations,Hardware,74459,2025-04-21,Rejected,Bank Transfer,147530,142243,Zoho,Critical
EXP0696,Finance,Cloud Services,99760,2025-09-02,Approved,Cash,105938,5119,Oracle,High
EXP0697,Engineering,Office Supplies,51177,2025-01-25,Pending,UPI,293342,83176,Amazon AWS,Critical
EXP0698,Engineering,Cloud Services,32301,2025-07-01,Approved,Credit Card,82074,49345,Google,Low
EXP0699,IT,Hardware,49042,2024-10-18,Approved,Cash,363618,290868,Zoho,High
EXP0700,Data Science,Hardware,11093,2026-03-05,Approved,Cash,165716,82429,Adobe,High
EXP0701,Data Science,Office Supplies,62622,2026-07-19,Pending,Cash,355492,276721,Amazon AWS,Medium
EXP0702,IT,Consulting,17569,2026-02-18,Rejected,Credit Card,362415,322397,Amazon AWS,Critical
EXP0703,HR,Marketing Campaign,89616,2024-11-18,Pending,Cash,319352,132106,Oracle,Critical
EXP0704,Sales,Consulting,2393,2026-08-20,Pending,Credit Card,329914,162803,Zoho,Critical
EXP0705,Marketing,Travel,93103,2025-09-10,Approved,Bank Transfer,370423,358154,Amazon AWS,Low
EXP0706,Data Science,Software License,58759,2025-12-14,Approved,Credit Card,215117,157913,Amazon AWS,Low
EXP0707,IT,Hardware,52084,2024-09-05,Approved,UPI,246617,212175,Zoho,Low
EXP0708,Data Science,Maintenance,68179,2026-06-24,Rejected,UPI,243825,140192,Amazon AWS,Critical
EXP0709,Sales,Recruitment,62531,2026-01-27,Approved,Bank Transfer,112436,3921,Zoho,Medium
EXP0710,Sales,Recruitment,94278,2025-07-31,Approved,Bank Transfer,170751,113651,Amazon AWS,High
EXP0711,Operations,Marketing Campaign,1891,2024-11-10,Pending,Bank Transfer,452058,139428,Amazon AWS,Medium
EXP0712,Marketing,Maintenance,45380,2024-11-04,Approved,Credit Card,370996,108463,Amazon AWS,Critical
EXP0713,Sales,Recruitment,49802,2025-05-24,Rejected,Bank Transfer,158201,128308,Microsoft,Critical
EXP0714,Operations,Consulting,8169,2025-01-31,Approved,UPI,380806,328543,Dell,High
EXP0715,IT,Consulting,75761,2025-12-19,Rejected,UPI,73412,37913,Microsoft,Medium
EXP0716,Sales,Recruitment,79288,2025-01-11,Approved,Credit Card,297447,35826,Adobe,Low
EXP0717,Marketing,Recruitment,96546,2025-05-20,Approved,Credit Card,466232,460640,Amazon AWS,Critical
EXP0718,Sales,Consulting,97381,2024-12-08,Rejected,Cash,489420,236611,Meta,Medium
EXP0719,Finance,Recruitment,52947,2026-03-29,Pending,UPI,499427,123208,Oracle,Low
EXP0720,Data Science,Training,66069,2025-05-04,Approved,Credit Card,239295,152984,Dell,Critical
EXP0721,IT,Hardware,10981,2026-01-06,Approved,UPI,155204,147208,Zoho,Low
EXP0722,IT,Marketing Campaign,53240,2024-10-13,Approved,Cash,341775,280529,Oracle,Critical
EXP0723,Marketing,Marketing Campaign,35045,2025-10-14,Rejected,UPI,224216,171549,Google,High
EXP0724,Operations,Office Supplies,22506,2025-01-04,Pending,Bank Transfer,454757,303696,Dell,Critical
EXP0725,Operations,Recruitment,9386,2025-09-03,Rejected,Credit Card,98792,33132,Meta,Medium
EXP0726,HR,Office Supplies,47842,2025-01-27,Pending,UPI,494378,74964,Zoho,Low
EXP0727,Engineering,Travel,70051,2025-08-23,Rejected,Bank Transfer,314455,228266,Oracle,Medium
EXP0728,Engineering,Training,71960,2026-04-16,Pending,Credit Card,180036,47768,Meta,Medium
EXP0729,Engineering,Training,35096,2024-12-12,Rejected,Cash,309956,24487,Google,Critical
EXP0730,Operations,Recruitment,77555,2025-12-09,Approved,UPI,412716,158406,Microsoft,Medium
EXP0731,Marketing,Marketing Campaign,30087,2026-08-14,Approved,Credit Card,61947,30435,Meta,Medium
EXP0732,Operations,Training,70197,2025-02-28,Rejected,Credit Card,136572,121179,Meta,Medium
EXP0733,Finance,Cloud Services,34492,2025-02-05,Approved,Cash,290703,98764,Oracle,High
EXP0734,Sales,Consulting,69387,2026-02-18,Pending,UPI,259375,127443,Adobe,High
EXP0735,Marketing,Cloud Services,15347,2025-10-24,Approved,Cash,226896,90380,Google,Medium
EXP0736,IT,Travel,77534,2025-02-25,Approved,Bank Transfer,445492,64407,Google,High
EXP0737,Data Science,Hardware,80400,2026-07-18,Pending,Bank Transfer,238991,142017,Oracle,Critical
EXP0738,IT,Maintenance,1393,2025-03-26,Pending,Bank Transfer,481738,429905,Amazon AWS,Low
EXP0739,IT,Travel,69813,2026-07-12,Pending,Cash,241091,218440,Oracle,Medium
EXP0740,Sales,Consulting,40363,2024-12-12,Rejected,Cash,486305,362735,Dell,Critical
EXP0741,Engineering,Office Supplies,30876,2025-08-02,Approved,Bank Transfer,462959,80001,Dell,Critical
EXP0742,Sales,Training,68233,2026-04-15,Approved,Bank Transfer,476003,298955,Dell,Critical
EXP0743,Operations,Recruitment,17149,2026-01-23,Approved,Cash,426810,6054,Zoho,High
EXP0744,Data Science,Software License,4828,2024-08-23,Approved,UPI,266474,62143,HP,Critical
EXP0745,Engineering,Cloud Services,71106,2025-04-20,Pending,Cash,135986,83650,Google,Critical
EXP0746,Operations,Maintenance,63333,2025-06-11,Pending,Credit Card,294444,176952,Meta,High
EXP0747,Engineering,Recruitment,15500,2024-10-08,Pending,Bank Transfer,307633,32733,Amazon AWS,High
EXP0748,Operations,Consulting,89750,2026-02-20,Rejected,UPI,105231,65847,Microsoft,Critical
EXP0749,Sales,Cloud Services,13809,2025-11-03,Pending,UPI,111068,85600,Zoho,Low
EXP0750,Engineering,Hardware,42111,2025-03-15,Approved,Bank Transfer,488621,179781,HP,Critical
EXP0751,Marketing,Travel,13941,2026-07-21,Pending,Bank Transfer,72956,18298,Zoho,High
EXP0752,HR,Travel,23406,2025-11-20,Rejected,Cash,254404,34323,Microsoft,Low
EXP0753,Marketing,Office Supplies,59021,2025-04-02,Approved,UPI,274767,183781,LinkedIn,Medium
EXP0754,HR,Office Supplies,40412,2025-06-18,Pending,Credit Card,208406,18060,HP,Medium
EXP0755,Finance,Software License,26637,2025-07-10,Rejected,Bank Transfer,340441,213758,Microsoft,Medium
EXP0756,Data Science,Marketing Campaign,98747,2025-11-30,Approved,Cash,129421,125387,Google,Low
EXP0757,Data Science,Training,14737,2026-03-11,Pending,UPI,382451,117732,Amazon AWS,High
EXP0758,Operations,Recruitment,90065,2026-03-20,Approved,Bank Transfer,304188,239854,Amazon AWS,High
EXP0759,Sales,Marketing Campaign,25482,2026-01-14,Approved,Credit Card,173092,43233,Meta,Medium
EXP0760,Marketing,Office Supplies,3542,2025-12-02,Pending,Bank Transfer,327982,194378,Google,Critical
EXP0761,Finance,Hardware,71188,2025-07-29,Approved,Bank Transfer,278929,41405,HP,Medium
EXP0762,Finance,Hardware,38666,2026-04-15,Rejected,UPI,62033,37232,HP,Critical
EXP0763,Sales,Cloud Services,68915,2026-04-23,Rejected,Cash,389303,358483,Meta,High
EXP0764,Data Science,Consulting,14090,2025-04-16,Rejected,Cash,397476,374932,Meta,Low
EXP0765,Finance,Training,19086,2026-03-28,Rejected,Credit Card,263114,47266,Microsoft,Medium
EXP0766,Engineering,Travel,97200,2025-08-12,Rejected,Bank Transfer,442498,209744,HP,Critical
EXP0767,Sales,Software License,24854,2025-05-20,Rejected,Bank Transfer,60470,4529,Meta,Low
EXP0768,HR,Travel,22871,2025-03-04,Approved,Bank Transfer,214990,13706,Microsoft,Critical
EXP0769,Marketing,Hardware,7311,2025-03-24,Approved,Bank Transfer,261353,239145,HP,High
EXP0770,Operations,Consulting,67390,2025-02-13,Pending,Credit Card,86167,48940,Zoho,Low
EXP0771,HR,Travel,20512,2024-12-17,Rejected,UPI,348778,169043,Microsoft,Critical
EXP0772,Marketing,Maintenance,58745,2025-09-10,Approved,UPI,231976,175551,Oracle,Medium
EXP0773,Finance,Hardware,57739,2025-08-20,Pending,Credit Card,367787,190817,Amazon AWS,Critical
EXP0774,Operations,Maintenance,83009,2025-07-07,Approved,Bank Transfer,99338,63420,HP,High
EXP0775,HR,Maintenance,11742,2025-04-11,Pending,Bank Transfer,397468,42490,Microsoft,Low
EXP0776,Data Science,Cloud Services,15652,2026-04-17,Approved,UPI,144223,76503,HP,High
EXP0777,Marketing,Office Supplies,15218,2025-02-17,Rejected,Bank Transfer,214437,89797,HP,High
EXP0778,Finance,Consulting,34413,2025-08-08,Approved,Bank Transfer,274473,48735,Oracle,Critical
EXP0779,Finance,Office Supplies,44891,2024-08-26,Approved,UPI,234610,74776,Amazon AWS,Low
EXP0780,Operations,Training,11620,2026-05-11,Approved,Bank Transfer,88638,46664,HP,Medium
EXP0781,Sales,Hardware,72825,2024-12-31,Approved,Cash,499614,369497,Google,Low
EXP0782,HR,Maintenance,33546,2025-09-26,Rejected,UPI,206607,202265,Meta,Critical
EXP0783,Engineering,Cloud Services,43068,2025-01-17,Approved,Cash,76158,2054,Dell,Medium
EXP0784,Engineering,Hardware,43426,2026-06-27,Pending,Cash,490650,48655,LinkedIn,High
EXP0785,IT,Recruitment,91641,2024-11-26,Pending,Bank Transfer,416587,173116,Adobe,Critical
EXP0786,Sales,Consulting,66792,2025-09-05,Rejected,Bank Transfer,204013,80375,Zoho,Critical
EXP0787,IT,Cloud Services,45365,2026-02-01,Pending,UPI,291252,139149,Dell,High
EXP0788,Sales,Travel,54510,2026-06-07,Pending,Credit Card,66715,16408,Dell,High
EXP0789,Marketing,Maintenance,4178,2025-04-29,Rejected,Cash,402864,50364,Zoho,Low
EXP0790,Engineering,Recruitment,32004,2024-12-29,Pending,Bank Transfer,82175,61003,Adobe,Medium
EXP0791,HR,Marketing Campaign,62836,2025-11-26,Approved,Credit Card,320345,162465,Zoho,Medium
EXP0792,Engineering,Hardware,87675,2024-10-21,Pending,UPI,284088,33786,Microsoft,Medium
EXP0793,Operations,Maintenance,61000,2026-01-18,Approved,Credit Card,210778,205203,Microsoft,Medium
EXP0794,Operations,Software License,45927,2026-05-01,Pending,UPI,478693,409424,LinkedIn,Medium
EXP0795,Operations,Office Supplies,78517,2025-10-12,Pending,Credit Card,302516,251419,Microsoft,Critical
EXP0796,Sales,Recruitment,50261,2026-07-17,Pending,UPI,207354,89605,Google,Critical
EXP0797,Sales,Consulting,39236,2025-09-10,Approved,UPI,164027,39225,Meta,High
EXP0798,Data Science,Maintenance,17619,2026-05-06,Pending,Credit Card,461497,87841,Meta,Low
EXP0799,HR,Hardware,57504,2024-09-08,Approved,Cash,320655,143568,Oracle,Critical
EXP0800,Engineering,Consulting,45211,2026-01-01,Approved,Cash,328700,89146,Google,High
EXP0801,Engineering,Travel,30753,2024-09-20,Pending,UPI,61807,61575,Zoho,Low
EXP0802,Engineering,Travel,60167,2025-12-03,Rejected,Cash,118934,95528,Zoho,Critical
EXP0803,IT,Maintenance,87655,2024-08-31,Approved,Bank Transfer,204630,3263,HP,High
EXP0804,Data Science,Cloud Services,97920,2025-10-26,Approved,Cash,267521,178759,Adobe,High
EXP0805,Operations,Office Supplies,68712,2024-09-08,Pending,Bank Transfer,171344,59220,HP,Critical
EXP0806,Sales,Consulting,40997,2025-06-29,Rejected,Bank Transfer,414755,393004,HP,High
EXP0807,Engineering,Office Supplies,35213,2025-11-14,Rejected,Bank Transfer,72134,48851,Dell,Low
EXP0808,Marketing,Training,73208,2025-09-02,Rejected,Bank Transfer,460029,94756,Dell,Medium
EXP0809,Sales,Training,33212,2025-02-15,Approved,Cash,409441,134159,Dell,Critical
EXP0810,Marketing,Maintenance,43600,2024-09-13,Pending,Cash,452476,225219,Amazon AWS,Critical
EXP0811,Engineering,Travel,41845,2025-05-14,Approved,UPI,321888,273653,Google,High
EXP0812,Operations,Software License,41518,2025-04-26,Rejected,UPI,97440,61676,Google,Critical
EXP0813,HR,Marketing Campaign,10087,2024-11-16,Pending,Credit Card,236332,35721,LinkedIn,Low
EXP0814,IT,Maintenance,26170,2025-12-04,Rejected,Cash,249144,173131,Adobe,Critical
EXP0815,Sales,Software License,35246,2025-01-21,Approved,Cash,185245,14480,LinkedIn,High
EXP0816,Engineering,Training,98012,2026-06-26,Approved,Cash,345149,228227,Dell,High
EXP0817,Data Science,Marketing Campaign,93691,2024-09-18,Pending,Bank Transfer,102414,13019,Microsoft,High
EXP0818,Engineering,Recruitment,61467,2025-04-15,Pending,Bank Transfer,487038,71821,Adobe,Low
EXP0819,Finance,Recruitment,27170,2026-01-20,Approved,Cash,311223,257928,Amazon AWS,High
EXP0820,Engineering,Marketing Campaign,96542,2024-10-19,Approved,UPI,59068,54603,Microsoft,Critical
EXP0821,Finance,Maintenance,43270,2025-09-14,Approved,Credit Card,341830,15413,Google,High
EXP0822,IT,Maintenance,33158,2025-05-27,Pending,Credit Card,457578,366894,Amazon AWS,Critical
EXP0823,HR,Maintenance,84132,2025-09-18,Pending,Credit Card,170070,122044,Microsoft,Critical
EXP0824,Operations,Recruitment,12794,2025-11-24,Pending,Bank Transfer,61585,3572,Oracle,High
EXP0825,Marketing,Maintenance,62575,2024-09-16,Pending,UPI,247615,43673,Adobe,Critical
EXP0826,Data Science,Software License,60435,2024-11-23,Approved,UPI,230971,82517,Dell,High
EXP0827,HR,Maintenance,98423,2025-12-29,Rejected,Credit Card,325257,28272,Dell,High
EXP0828,Sales,Travel,30976,2025-11-27,Approved,Bank Transfer,301130,91320,Oracle,Medium
EXP0829,Sales,Travel,41110,2025-07-27,Approved,Cash,267265,125453,HP,Low
EXP0830,IT,Consulting,46870,2026-03-08,Approved,Cash,363126,64123,Meta,Low
EXP0831,Marketing,Maintenance,51566,2026-06-19,Rejected,Bank Transfer,278828,23260,HP,Low
EXP0832,IT,Cloud Services,98030,2026-02-06,Pending,Credit Card,61092,1873,Google,Low
EXP0833,HR,Training,9698,2024-09-30,Rejected,UPI,267525,12367,Dell,Medium
EXP0834,IT,Training,31452,2025-09-10,Rejected,Bank Transfer,57304,36525,Meta,Critical
EXP0835,Marketing,Software License,74900,2024-12-22,Approved,Credit Card,241949,124886,Oracle,Critical
EXP0836,Data Science,Maintenance,85568,2026-05-29,Pending,Bank Transfer,187880,9701,LinkedIn,Medium
EXP0837,IT,Consulting,85179,2025-02-22,Pending,Bank Transfer,136916,73475,HP,Critical
EXP0838,Operations,Hardware,48549,2025-08-14,Rejected,UPI,415045,28507,LinkedIn,High
